x,y,z
0.163485982381,81.0,0.91243881622
0.163489241493,82.0,0.91243647108
0.163492363596,82.0,0.912434223095
0.163495446138,82.0,0.912432068777
0.163498364038,83.0,0.912430042741
0.163501051263,83.0,0.912428067028
0.163503645986,82.0,0.912426060191
0.163505248198,82.0,0.912424830024
0.163507160788,83.0,0.912423622838
0.163508918626,83.0,0.912422928197
0.163510683154,84.0,0.912422656798
0.163512227188,84.0,0.912421967975
0.163512795293,84.0,0.912420948121
0.163512306601,84.0,0.91241980464
0.163512028512,84.0,0.912418315583
0.163512113742,84.0,0.912416633958
0.163512618142,84.0,0.912414935171
0.163513265659,84.0,0.912413132537
0.163513703737,83.0,0.91241121442
0.163514000734,83.0,0.912409292812
0.163514360271,82.0,0.912407382259
0.163514712828,82.0,0.912405441743
0.163515017388,82.0,0.912403572205
0.163515207338,81.0,0.912401751245
0.163515453429,81.0,0.912400006206
0.163515700393,80.0,0.912398227716
0.163516004081,80.0,0.912396458534
0.163516157961,80.0,0.91239474462
0.163516484628,80.0,0.912392987365
0.163516738283,80.0,0.912391222546
0.163517040515,80.0,0.912389446092
0.163517324131,80.0,0.912387697563
0.163517584767,80.0,0.912385966487
0.163517881182,80.0,0.91238412691
0.163518163344,81.0,0.912382350456
0.163518378019,81.0,0.912380679303
0.163518574369,81.0,0.912379072146
0.163518838495,81.0,0.912377478951
0.163519022337,81.0,0.912375976222
0.163519221886,81.0,0.912374631446
0.16351936064,80.0,0.912373334957
0.163519527028,80.0,0.912371961383
0.163519772537,80.0,0.912370674785
0.163520221378,81.0,0.912369507159
0.163521393948,82.0,0.912368713907
0.163523038921,82.0,0.912368197581
0.16352475778,83.0,0.912368123113
0.16352657874,84.0,0.912368143766
0.163528493075,85.0,0.912368126313
0.163530467042,86.0,0.912368061445
0.163532322909,86.0,0.912368068135
0.163534113908,87.0,0.912367996577
0.163535764698,88.0,0.912368008794
0.163537382037,89.0,0.912367960798
0.163538597077,88.0,0.912367847642
0.163539831897,89.0,0.912367490722
0.163540363932,88.0,0.912366645983
0.163540555045,88.0,0.912365908291
0.163540284229,88.0,0.912364982102
0.16354007508,88.0,0.912363958758
0.163539895893,88.0,0.912362782988
0.163539634384,88.0,0.912361563584
0.163539304808,87.0,0.912360274659
0.163539064534,86.0,0.912359049147
0.163538825133,86.0,0.912357817817
0.163538729431,87.0,0.912356598123
0.163538582242,87.0,0.912355368829
0.163538163654,87.0,0.912354313196
0.16353794956,87.0,0.912353014671
0.16353775001,87.0,0.912351807194
0.163537518754,86.0,0.912350580227
0.163537403563,87.0,0.912349272394
0.163537114129,87.0,0.912347973869
0.163536781644,87.0,0.912346720722
0.163536475338,87.0,0.91234545245
0.163536196086,87.0,0.912344210648
0.163535975302,87.0,0.912343187013
0.163535609073,88.0,0.912341999316
0.163535024097,87.0,0.912340791257
0.163534418177,88.0,0.912339595998
0.163533921631,88.0,0.91233840801
0.163533816329,88.0,0.912337426553
0.163533568783,88.0,0.91233672464
0.163533448937,88.0,0.91233623333
0.163533482099,88.0,0.912335983166
0.16353358391,89.0,0.912335599775
0.163534274187,90.0,0.912335099448
0.163535499699,90.0,0.912334738746
0.163537120819,91.0,0.91233464828
0.163538960687,92.0,0.912334632572
0.163540922437,92.0,0.912334510399
0.16354304214,92.0,0.912334362628
0.163545169696,91.0,0.91233420613
0.163547520655,91.0,0.912333940258
0.163549965861,91.0,0.912333503053
0.163552401759,92.0,0.912333065848
0.163554806531,92.0,0.912332572793
0.163557249702,93.0,0.912332082937
0.16355960706,93.0,0.912331671039
0.163561989143,94.0,0.912331207945
0.163564451803,93.0,0.912330788775
0.163566945296,94.0,0.912330218344
0.163569552237,94.0,0.912329721506
0.163572027695,94.0,0.912329131003
0.163574495009,95.0,0.91232863533
0.163577131911,95.0,0.912328223432
0.163579842407,95.0,0.912327903746
0.163582516251,96.0,0.912327693143
0.163585317214,96.0,0.912327492721
0.163587987859,96.0,0.912327313243
0.163590413575,97.0,0.91232723703
0.163592315984,97.0,0.912327155
0.163593796605,98.0,0.912327072097
0.163594883654,97.0,0.912326780045
0.16359544565,98.0,0.912326136891
0.163595592258,99.0,0.912325355274
0.163595561424,99.0,0.912324541369
0.163595597785,99.0,0.912323676849
0.163595616693,99.0,0.912322746589
0.163595505573,100.0,0.912321776768
0.163594340566,100.0,0.912321430611
0.163592884089,99.0,0.912321319782
0.163591568402,99.0,0.91232149577
0.163590117742,99.0,0.912321501297
0.163588752022,99.0,0.91232167263
0.163587333942,99.0,0.912321730226
0.163585764309,98.0,0.912321976608
0.163584224929,97.0,0.912322171794
0.163582612535,97.0,0.912322369598
0.163581099917,97.0,0.912322485081
0.163579445345,97.0,0.912322581074
0.163577808226,96.0,0.912322783241
0.163576184779,96.0,0.912322903669
0.163574366146,96.0,0.912323086056
0.163572577183,96.0,0.912323240517
0.163570874323,95.0,0.912323421159
0.163569200844,95.0,0.912323479627
0.163567429334,94.0,0.912323619254
0.163565591212,95.0,0.912323817058
0.163563771997,94.0,0.912323913051
0.163562004851,94.0,0.912324100965
0.163560103897,93.0,0.91232416176
0.163558224759,93.0,0.912324418324
0.16355659753,92.0,0.91232456464
0.163555157343,91.0,0.912324729283
0.163553653451,91.0,0.912324876182
0.163552382851,91.0,0.912325075731
0.163551312382,91.0,0.912325183069
0.163550194499,91.0,0.912325291279
0.163548942807,91.0,0.912325397453
0.163547648064,90.0,0.912325467557
0.163546433314,90.0,0.912325585658
0.163545608646,89.0,0.912325870147
0.163545343938,89.0,0.912326371638
0.163545488219,88.0,0.912326987739
0.163545818086,88.0,0.912327490976
0.163545830303,88.0,0.912328037264
0.163545240091,88.0,0.912328362768
0.163544619626,88.0,0.912328482323
0.163544249617,88.0,0.912328477959
0.163544137043,88.0,0.912328482032
0.163544159732,89.0,0.912328505885
